,ROPOLine,Task Order,Condom Adjusted Task Order,Country,RO Number,PO DO IO Number,Order Number,Prime Line Number,Status Name,TLP Indicator,Order Type,Fulfillment Method,Transportation Mode,Item Tracer Category,Product Category,Item ID,ProductName,UOM,Base Unit,Base Unit Multiplier,Country Registration Status,Item Volume,Item Volume UOM,Item Weight,Item Weight UOM,Health Element,D365 Health Element,D365 Funding Source,D365 Funding Source Detail,Estimated Lead Time in Days,Emergency Order,Manufacturer Name,Manufacturer Location,Manufacture CountryCountry of Origin,Supplier,Order Pick Up Country,Vendor Incoterm,Destination Incoterm,Unit Price,List Price,Ordered Quantity,Line Total,Shipped Quantity,QAquantity,Delivery Value,Total Actual Freight Costs,In Full (IFD),On Time (OTD),Between -14 and 14,Between -30 and 30,OTIF Categories,OTIF Between -14 and 14,OTIF Between -30 and 30,Average Days Late Binned,Average Days Late,Number of Shipments,Delivery Progress,Line Delivery Status,Agreed Delivery Date,Agreed Delivery Date Year,Agreed Delivery Date Year Month,Agreed Delivery Date Fiscal Year,Agreed Delivery Date Fiscal Quarter Year,Revised Agreed Delivery Date,Revised Agreed Delivery Date Year,Revised Agreed Delivery Date Year Month,Revised Agreed Delivery Date Fiscal Year,Revised Agreed Delivery Date Fiscal Quarter Year,Order Entry Date,Order Entry Date Year,Order Entry Date Year Month,Order Entry Date Fiscal Year,Order Entry Date Fiscal Quarter Year,Requested Delivery Date,Requested Delivery Date Year,Requested Delivery Date Year Month,Requested Delivery Date Fiscal Year,Requested Delivery Date Fiscal Quarter Year,Estimated Delivery Date,Estimated Delivery Date Year,Estimated Delivery Date Year Month,Estimated Delivery Date Fiscal Year,Estimated Delivery Date Fiscal Quarter Year,Latest Actual Delivery Date,Latest Actual Delivery Date Year,Latest Actual Delivery Date Year Month,Latest Actual Delivery Date Fiscal Year,Latest Actual Delivery Date Fiscal Quarter Year,RO Clarified Date,RO Sent Plan Fulfillment Date,RO Sent Sourcing RFX Event Date,Initial PSM Source Approval Date,Recipient Approval Date,USAID Approval Date,PO Released For Fulfillment Date,PO Released For Fulfillment Date Year,PO Released For Fulfillment Date Year Month,PO Released For Fulfillment Date Fiscal Year,PO Released For Fulfillment Date Fiscal Quarter Year,Committed Goods Available Date,Actual Goods Available Date,Actual Cargo Ready Date,QA Complete Date,Max Pick Up Date,Max Ship Date,Max Departure Date,Max Arrival Date,Order Cycle Time,RO on Hold - Client,RO on Hold - Recipient,RO on Hold – Pre-RFxPre-Allocation Stage,RO on Hold – Tech Package Stage,RO on Hold – Supply Planning,On Hold Pending PO Release,On Hold Pending RO Release,Line Item Total Dwell,RO Validation,Sourcing and Planning,USAID Approval,Process PODO,Manufacture,Pick Up,Deliver,Quality Assurance,Reason Code,Reason Text,Changed Field,Reason Code Duration
13948,RO10090221PO100162873,TO3,TO3,Bangladesh,RO10090221,PO10016287,PO10016287,3,Shipment Delivered,GSC,Purchase Order,Direct Drop,Land,Injectable Contraceptives,Injectable Contraceptives,100125GPA08P32Y,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, SR, 1 Vial                                                        ",UNT,Vial,1.0,,5e-05,CBM,0.0125,KGM             ,317MISSION,,,,126.0,N,Incepta Pharmaceuticals Ltd,"Unit 1, Injectable Potent Drug (IPD) Krishnapura, Sahabelishor, Dhamrai, Dhaka, Bangladesh",BD,Incepta Pharmaceuticals Ltd,Bangladesh,DDP,DAP,0.53,0.53,301320.0,159699.6,301320.0,0.0,159699.6,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-13.0,1.0,2,Delivered - On Time,2020-12-01,2020.0,2020-12,2021.0,2021-Q1,2020-12-01,2020.0,2020-12,2021.0,2021-Q1,2020-02-27,2020.0,2020-02,2020.0,2020-Q2,2020-10-30,2020.0,2020-10,2021.0,2021-Q1,2020-11-15,2020.0,2020-11,2021.0,2021 Q1,2020-11-18,2020.0,2020-11,2021.0,2021-Q1,,,,2020-07-24,2020-07-27,2020-07-28,2020-08-21,2020.0,2020-08,2020.0,2020-Q4,2020-11-15,,,,,2020-11-18,,,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,24.0,,,,,SD000,No delay,ESTIMATED_DELIVERY_DATE,
14145,RO10082137RO10082137_421,TO3,TO3,Congo DRC,RO10082137,RO10082137_4,RO10082137,21,Shipment Delivered,GSC,Distribution Order,RDC,Air,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,203.0,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DAP,0.88,0.88,8000.0,7040.0,8000.0,0.0,7040.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,2019-09-10,2019.0,2019-09,2019.0,2019-Q4,2019-12-31,2019.0,2019-12,2020.0,2020-Q1,2020-02-15,2020.0,2020-02,2020.0,2020 Q2,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019.0,2019-10,2020.0,2020-Q1,2019-10-16,,2019-10-16,,2020-02-06,2020-02-13,2020-02-13,2020-04-28,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,7.0,113.0,82.0,,,,,
14279,RO10084327PO100142742,TO3,TO3,Tanzania,RO10084327,PO10014274,PO10014274,2,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOC09W2ZL,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (SM), 1 Cycle                                          ",UNT,Cycle,1.0,,,,,KGM             ,317MISSION,,,,266.0,N,Mylan Laboratories Limited,"Plot 1606 to 1609 G.I.D.C., Sarigam, India",IN,Mylan laboratories Limited,India,FCA,DAP,0.26,0.26,1750032.0,455008.32,1750032.0,0.0,455008.32,,Y,Y,Y,Y,On Time Not In Full,On Time Not In Full,On Time Not In Full,,87.0,2.0,2,Delivered - On Time,2020-11-20,2020.0,2020-11,2021.0,2021-Q1,2020-12-21,2020.0,2020-12,2021.0,2021-Q1,2019-11-15,2019.0,2019-11,2020.0,2020-Q1,2020-06-30,2020.0,2020-06,2020.0,2020-Q3,2020-11-20,2020.0,2020-11,2021.0,2021 Q1,2021-03-18,2021.0,2021-03,2021.0,2021-Q2,,,,2020-02-26,2020-02-27,2020-02-28,2020-06-09,2020.0,2020-06,2020.0,2020-Q3,2020-06-16,2020-06-30,2020-07-21,,2020-07-28,2020-08-03,2020-08-03,2021-03-18,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,204.0,21.0,28.0,233.0,,AD070,"This order was impacted by covid-19 (supplier): the supplier is located in Mumbai, and all cargo in and out of India were delayed, regulatory restrictions, management of the epidemic, which led to the production running only partially.",AGREED_DELIVERY_DATE,31.0
15199,RO10109114RO10109114_13,TO3,TO3,Malawi,RO10109114,RO10109114_1,RO10109114,3,Shipment Delivered,GSC,Distribution Order,RDC,Air,Copper-Bearing Intrauterine Devices,Intrauterine Devices ,100124TYR0EQ02L,"Copper TCu380A Intrauterine Device, 300 Each                                                                                    ",PKG,Each,300.0,,0.047,CBM,8.38028,KGM             ,317MISSION,,,,42.0,N,Pregna International Ltd.,"Damam, India",IN,Pregna International Ltd.,United Arab Emirates,,DDP,100.5,100.5,38.0,3819.0,38.0,0.0,3819.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-12-02,2020.0,2020-12,2021.0,2021-Q1,2021-02-18,2021.0,2021-02,2021.0,2021-Q2,2020-08-31,2020.0,2020-08,2020.0,2020-Q4,2020-12-01,2020.0,2020-12,2021.0,2021-Q1,2021-02-09,2021.0,2021-02,2021.0,2021 Q2,2021-02-18,2021.0,2021-02,2021.0,2021-Q2,,,,2020-10-14,2020-10-19,2020-10-21,2020-10-27,2020.0,2020-10,2021.0,2021-Q1,2020-11-01,,2020-11-02,,2021-02-01,2021-02-08,2021-02-08,2021-02-18,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,6.0,6.0,91.0,17.0,,AD050,"ADD was 12/1, RO was tracking ontime, but waiver ldtime was increased due to latest Gvnt changes in requirts, turnover at MOH w/ new staff, increased # of orders, non-pharma requiring now actual waiver, COVID-19 restrictions",AGREED_DELIVERY_DATE,-28441.0
15613,RO10088250PO100142281,TO3,TO3,Congo DRC,RO10088250,PO10014228,PO10014228,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,103915GYV01S2C7,"Levonorgestrel 75 mg/Rod w/ Trocar, 3 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,,,,,KGM             ,317MISSION,,,,322.0,N,"Shanghai Dahua Pharmaceutical Co., Ltd.","3503 Changzheng Road, Chongming county, Shanghai, China",CN,DKT International Inc.,United Kingdom,FCA,DAP,6.9,6.9,6000.0,41400.0,6000.0,0.0,41400.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,7.0,1.0,2,Delivered - On Time,2021-01-14,2021.0,2021-01,2021.0,2021-Q2,2021-01-14,2021.0,2021-01,2021.0,2021-Q2,2020-01-17,2020.0,2020-01,2020.0,2020-Q2,2020-11-30,2020.0,2020-11,2021.0,2021-Q1,2020-10-28,2020.0,2020-10,2021.0,2021 Q1,2021-01-21,2021.0,2021-01,2021.0,2021-Q2,,,2020-02-10,2020-02-26,2020-02-26,2020-02-27,2020-03-26,2020.0,2020-03,2020.0,2020-Q2,2020-07-02,2020-07-01,2020-07-21,,2020-08-06,2020-08-10,2020-08-10,2021-01-21,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,1.0,28.0,97.0,36.0,168.0,,SD000,AGAD added., ,
15697,RO10081310RO10081310_23,TO3,TO3,Nepal,RO10081310,RO10081310_2,RO10081310,3,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,112.0,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DDP,0.88,0.88,448800.0,394944.0,448800.0,0.0,394944.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-11-06,2020.0,2020-11,2021.0,2021-Q1,2020-12-04,2020.0,2020-12,2021.0,2021-Q1,2019-12-12,2019.0,2019-12,2020.0,2020-Q1,2020-07-01,2020.0,2020-07,2020.0,2020-Q4,2020-10-21,2020.0,2020-10,2021.0,2021 Q1,2020-12-04,2020.0,2020-12,2021.0,2021-Q1,2019-12-12,,2019-12-12,2020-01-23,2020-07-17,2020-07-17,2020-07-17,2020.0,2020-07,2020.0,2020-Q4,2020-08-20,,2020-08-21,,2020-09-10,2020-09-14,2020-09-14,2020-12-04,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,35.0,20.0,85.0,,AD070,Impacted by covid-19 logistics: waiver leadtime took longer than usual as the team who processes waivers at the embassy was under quarantine so unable to process any. ADD is therefore aligned with actual delivery.,AGREED_DELIVERY_DATE,28.0
16037,RO10090221PO100162872,TO3,TO3,Bangladesh,RO10090221,PO10016287,PO10016287,2,Shipment Delivered,GSC,Purchase Order,Direct Drop,Land,Injectable Contraceptives,Injectable Contraceptives,100125GPA08P32Y,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, SR, 1 Vial                                                        ",UNT,Vial,1.0,,5e-05,CBM,0.0125,KGM             ,317MISSION,,,,98.0,N,Incepta Pharmaceuticals Ltd,"Unit 1, Injectable Potent Drug (IPD) Krishnapura, Sahabelishor, Dhamrai, Dhaka, Bangladesh",BD,Incepta Pharmaceuticals Ltd,Bangladesh,DDP,DAP,0.53,0.53,301320.0,159699.6,301320.0,0.0,159699.6,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-8.0,1.0,2,Delivered - On Time,2020-11-03,2020.0,2020-11,2021.0,2021-Q1,2020-11-03,2020.0,2020-11,2021.0,2021-Q1,2020-02-27,2020.0,2020-02,2020.0,2020-Q2,2020-09-25,2020.0,2020-09,2020.0,2020-Q4,2020-10-15,2020.0,2020-10,2021.0,2021 Q1,2020-10-26,2020.0,2020-10,2021.0,2021-Q1,,,,2020-07-24,2020-07-27,2020-07-28,2020-08-21,2020.0,2020-08,2020.0,2020-Q4,2020-10-15,,,,,2020-11-13,,,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,24.0,,,,,SD000,No delay,ESTIMATED_DELIVERY_DATE,
16224,RO10110251RO10110251_712,TO3,TO3,Congo DRC,RO10110251,RO10110251_7,RO10110251,12,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W04D,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,,7.5e-05,CBM,0.00927,KGM             ,317MISSION,,,,189.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.26,0.26,50400.0,13104.0,50400.0,0.0,13104.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-05-02,2021.0,2021-05,2021.0,2021-Q3,2021-03-30,2021.0,2021-03,2021.0,2021-Q2,2020-09-16,2020.0,2020-09,2020.0,2020-Q4,2021-01-01,2021.0,2021-01,2021.0,2021-Q2,2021-01-16,2021.0,2021-01,2021.0,2021 Q2,2021-03-30,2021.0,2021-03,2021.0,2021-Q2,,,,2020-10-21,2020-10-21,2020-10-25,2020-10-26,2020.0,2020-10,2021.0,2021-Q1,2020-10-30,,2020-11-16,,2020-11-30,2020-12-03,2020-12-03,2021-03-30,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,1.0,21.0,14.0,120.0,,AD012,"RDD is 1/1, original ADD was 5/2. The waiver leadtime was shorter than usual, so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-33.0
16311,RO10110191RO10110191_13,TO3,TO3,Mali,RO10110191,RO10110191_1,RO10110191,3,Shipment Delivered,GSC,Distribution Order,RDC,Air,Copper-Bearing Intrauterine Devices,Intrauterine Devices ,100124TYR0EQ02L,"Copper TCu380A Intrauterine Device, 300 Each                                                                                    ",PKG,Each,300.0,,0.047,CBM,8.38028,KGM             ,317MISSION,Family Planning and Reproduction,Mission Commodity Funding,Population,63.0,N,Pregna International Ltd.,"Damam, India",IN,Pregna International Ltd.,United Arab Emirates,,DDP,135.0,135.0,113.0,15255.0,113.0,0.0,15255.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-2.0,1.0,2,Delivered - On Time,2021-04-30,2021.0,2021-04,2021.0,2021-Q3,2021-04-30,2021.0,2021-04,2021.0,2021-Q3,2020-09-09,2020.0,2020-09,2020.0,2020-Q4,2021-04-30,2021.0,2021-04,2021.0,2021-Q3,2021-04-30,2021.0,2021-04,2021.0,2021 Q3,2021-04-28,2021.0,2021-04,2021.0,2021-Q3,,2021-01-21,2020-09-29,2021-02-05,2021-02-05,2021-02-10,2021-02-16,2021.0,2021-02,2021.0,2021-Q2,2021-02-21,,2021-02-24,,2021-04-18,2021-04-24,2021-04-24,2021-04-28,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,15.0,5.0,6.0,8.0,53.0,10.0,,,,,
17067,RO10106105PO100175081,TO3,TO3,Senegal,RO10106105,PO10017508,PO10017508,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOC09W04C,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (SM), 1 Cycle                                          ",UNT,Cycle,1.0,,7e-05,CBM,0.02136,KGM             ,317MISSION,,,,147.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Germany,FCA,DAP,0.26,0.26,360000.0,93600.0,360000.0,0.0,93600.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-8.0,1.0,2,Delivered - On Time,2021-04-15,2021.0,2021-04,2021.0,2021-Q3,2021-04-15,2021.0,2021-04,2021.0,2021-Q3,2020-07-06,2020.0,2020-07,2020.0,2020-Q4,2020-12-31,2020.0,2020-12,2021.0,2021-Q1,2021-04-15,2021.0,2021-04,2021.0,2021 Q3,2021-04-07,2021.0,2021-04,2021.0,2021-Q3,,,2020-09-23,2020-11-13,2020-11-19,2020-11-19,2020-12-15,2020.0,2020-12,2021.0,2021-Q1,2021-01-29,2021-01-29,,,2021-03-16,,,2021-04-07,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,57.0,0.0,26.0,45.0,46.0,22.0,,SD000,"No delay, shipping documents received on time.",CHANGE_ORDER_DATE,
17103,RO10088245PO100144032,TO3,TO3,Congo DRC,RO10088245,PO10014403,PO10014403,2,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,100129GYV01S0AE,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,,0.0005099999999999999,CBM,0.0625,KGM             ,317MISSION,,,,385.0,N,N.V. Organon,"Kloosterstraat 6, NL-5349 AB, Oss, The Netherlands",NL,"Merck, Sharp + Dohme B.V.",Netherlands,FCA,DAP,8.5,8.5,1224.0,10404.0,1224.0,0.0,10404.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-04-01,2021.0,2021-04,2021.0,2021-Q3,2021-01-14,2021.0,2021-01,2021.0,2021-Q2,2020-01-17,2020.0,2020-01,2020.0,2020-Q2,2020-04-01,2020.0,2020-04,2020.0,2020-Q3,2020-10-31,2020.0,2020-10,2021.0,2021 Q1,2021-01-14,2021.0,2021-01,2021.0,2021-Q2,,,2020-02-06,2020-03-10,2020-03-10,2020-03-12,2020-04-01,2020.0,2020-04,2020.0,2020-Q3,2020-08-14,2020-07-20,2020-08-11,,2020-08-28,2020-09-01,2020-09-01,2021-01-14,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,2.0,20.0,110.0,39.0,139.0,,AD012,"RDD was 4/1/2020; original ADD was 4/1/2021 due to the global shortage and allocation of NXT w/ CPG. Production for DRC was allocated earlier than initially planned and the waiver leadtime was shorter than usual, so PSM could deliver earlier.",AGREED_DELIVERY_DATE,-77.0
17299,RO10082138RO10082138_1819,TO3,TO3,Congo DRC,RO10082138,RO10082138_18,RO10082138,19,Shipment Delivered,GSC,Distribution Order,RDC,Air,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,203.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,21600.0,6480.0,21600.0,0.0,6480.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,2020-03-07,2020.0,2020-03,2020.0,2020-Q2,2019-09-10,2019.0,2019-09,2019.0,2019-Q4,2020-03-31,2020.0,2020-03,2020.0,2020-Q2,2020-02-15,2020.0,2020-02,2020.0,2020 Q2,2020-03-07,2020.0,2020-03,2020.0,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019.0,2019-10,2020.0,2020-Q1,2019-10-21,,2019-10-18,,2020-02-11,2020-02-13,2020-02-13,2020-03-07,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,9.0,116.0,25.0,,AD012,"RDD is 3/31, ADD was 4/28; the waiver was received earlier than expected so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-52.0
17330,RO10110251RO10110251_311,TO3,TO3,Congo DRC,RO10110251,RO10110251_3,RO10110251,11,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W04D,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,,7.5e-05,CBM,0.00927,KGM             ,317MISSION,,,,189.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.26,0.26,7920.0,2059.2,7920.0,0.0,2059.2,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-05-02,2021.0,2021-05,2021.0,2021-Q3,2021-03-23,2021.0,2021-03,2021.0,2021-Q2,2020-09-16,2020.0,2020-09,2020.0,2020-Q4,2021-01-01,2021.0,2021-01,2021.0,2021-Q2,2021-01-16,2021.0,2021-01,2021.0,2021 Q2,2021-03-23,2021.0,2021-03,2021.0,2021-Q2,,,,2020-10-21,2020-10-21,2020-10-25,2020-10-26,2020.0,2020-10,2021.0,2021-Q1,2020-10-30,,2020-11-16,,2020-11-30,2020-12-03,2020-12-03,2021-03-23,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,1.0,21.0,14.0,113.0,,AD012,"RDD is 1/1, original ADD was 5/2. The waiver leadtime was shorter than usual, so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-40.0
17346,RO10102384RO10102384_23,TO3,TO3,Senegal,RO10102384,RO10102384_2,RO10102384,3,Shipment Delivered,GSC,Distribution Order,RDC,Air,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DAP,0.88,0.88,153600.0,135168.0,153600.0,0.0,135168.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-02-08,2021.0,2021-02,2021.0,2021-Q2,2021-02-16,2021.0,2021-02,2021.0,2021-Q2,2020-06-09,2020.0,2020-06,2020.0,2020-Q3,2020-12-31,2020.0,2020-12,2021.0,2021-Q1,2021-02-14,2021.0,2021-02,2021.0,2021 Q2,2021-02-16,2021.0,2021-02,2021.0,2021-Q2,,,2020-09-23,2020-11-04,2020-11-09,2020-11-09,2020-12-30,2020.0,2020-12,2021.0,2021-Q1,2021-01-04,,2021-01-04,,2021-02-10,2021-02-13,2021-02-13,2021-02-16,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,51.0,5.0,37.0,6.0,,AD020,Pfizer held production totally in 2020 till Nov. Ldtime of this RO was calculated on targeted GAD following re-start of production. Pfizer encountered un-foreseeable challenges and delays to re-produce,AGREED_DELIVERY_DATE,8.0
18573,RO10082138RO10082138_1313,TO3,TO3,Congo DRC,RO10082138,RO10082138_13,RO10082138,13,Shipment Delivered,GSC,Distribution Order,RDC,Air,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,203.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,8640.0,2592.0,8640.0,0.0,2592.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-5.0,1.0,2,Delivered - On Time,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,2020-04-01,2020.0,2020-04,2020.0,2020-Q3,2019-09-10,2019.0,2019-09,2019.0,2019-Q4,2020-03-31,2020.0,2020-03,2020.0,2020-Q2,2020-02-15,2020.0,2020-02,2020.0,2020 Q2,2020-03-27,2020.0,2020-03,2020.0,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019.0,2019-10,2020.0,2020-Q1,2019-10-21,,2019-10-18,,2020-02-11,2020-02-13,2020-02-13,2020-03-27,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,9.0,116.0,45.0,,AD012,"""RDD is 3/31/2020, original ADD was 4/28/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD.",AGREED_DELIVERY_DATE,-27.0
18594,RO10110252RO10110252_510,TO3,TO3,Congo DRC,RO10110252,RO10110252_5,RO10110252,10,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,189.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,12240.0,3672.0,12240.0,0.0,3672.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-05-02,2021.0,2021-05,2021.0,2021-Q3,2021-03-29,2021.0,2021-03,2021.0,2021-Q2,2020-09-16,2020.0,2020-09,2020.0,2020-Q4,2021-05-01,2021.0,2021-05,2021.0,2021-Q3,2021-01-16,2021.0,2021-01,2021.0,2021 Q2,2021-03-29,2021.0,2021-03,2021.0,2021-Q2,,,,2020-10-21,2020-10-21,2020-10-25,2020-10-26,2020.0,2020-10,2021.0,2021-Q1,2020-10-30,,2020-11-16,,2020-11-30,2020-12-03,2020-12-03,2021-03-29,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,1.0,21.0,14.0,119.0,,AD012,"RDD is 5/1, original ADD was 5/2. The waiver leadtime was shorter than usual.",AGREED_DELIVERY_DATE,-34.0
